theme,series,name,unit,source,definition,primary,secondary,tertiary
Economy,MSIEFEIE,"Informal employment in manufacturing, Female",%,Informal Economy 2012 Country Data,"Informal employment in manufacturing, female (Share of informal employment by kind)",Informal employment,in manufacturing,female
Economy,MSIEMAIE,"Informal employment in manufacturing, Male",%,Informal Economy 2012 Country Data,"Informal employment in manufacturing, male (Share of informal employment by kind)",Informal employment,in manufacturing,male
Economy,MSIETOIE,"Informal employment in manufacturing, Total",%,Informal Economy 2012 Country Data,"Informal employment in manufacturing, total (Share of informal employment by kind)",Informal employment,in manufacturing,total
Economy,SSIEFEIE,"Informal employment in services other than trade or transportation, Female",%,Informal Economy 2012 Country Data,"Informal employment in services other than trade or transportation, female (Share of informal employment by kind)",Informal employment,in services other than trade or transportation,female
Economy,SSIEMAIE,"Informal employment in services other than trade or transportation, Male",%,Informal Economy 2012 Country Data,"Informal employment in services other than trade or transportation, male (Share of informal employment by kind)",Informal employment,in services other than trade or transportation,male
Economy,SSIETOIE,"Informal employment in services other than trade or transportation, Total",%,Informal Economy 2012 Country Data,"Informal employment in services other than trade or transportation, total (Share of informal employment by kind)",Informal employment,in services other than trade or transportation,total
Economy,TSIEFEIE,"Informal employment in trade, Female",%,Informal Economy 2012 Country Data,"Informal employment in trade, female (Share of informal employment by kind)",Informal employment,in trade,female
Economy,TSIEMAIE,"Informal employment in trade, Male",%,Informal Economy 2012 Country Data,"Informal employment in trade, male (Share of informal employment by kind)",Informal employment,in trade,male
Economy,TSIETOIE,"Informal employment in trade, Total",%,Informal Economy 2012 Country Data,"Informal employment in trade, total (Share of informal employment by kind)",Informal employment,in trade,total
Economy,TRIEFEIE,"Informal employment in transportation, Female",%,Informal Economy 2012 Country Data,"Informal employment in transportation, female (Share of informal employment by kind)",Informal employment,in transportation,female
Economy,TRIEMAIE,"Informal employment in transportation, Male",%,Informal Economy 2012 Country Data,"Informal employment in transportation, male (Share of informal employment by kind)",Informal employment,in transportation,male
Economy,TRIETOIE,"Informal employment in transportation, Total",%,Informal Economy 2012 Country Data,"Informal employment in transportation, total (Share of informal employment by kind)",Informal employment,in transportation,total
Economy,MONWAGFE,"Monthly wages for females, Female",Local currency units,International Labour Organization (ILO),Monthly wages of females in local currency units,Monthly wages,,female
Economy,MONWAGMA,"Monthly wages for males, Male",Local currency units,International Labour Organization (ILO),Monthly wages of males in local currency units,Monthly wages,,male
Economy,LFLFFE15,"Aged 15+ that are part of the labour force, Female",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of females ages 15+ that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15+, number",female
Economy,LFLFMA15,"Aged 15+ that are part of the labour force, Male",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of males ages 15+ that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15+, number",male
Economy,LFLFTO15,"Aged 15+ that are part of the labour force, Total",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of males and females ages 15+ that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15+, number",total
Economy,LL15FE24,"Aged 15-24 that are part of the labour force, Female",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of females ages 15-24 that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15-24, number",female
Economy,LL15MA24,"Aged 15-24 that are part of the labour force, Male",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of males ages 15-24 that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15-24, number",male
Economy,LL15TO24,"Aged 15-24 that are part of the labour force, Total",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Number of males and females ages 15-24 that are members of a country's working-age population that engages actively in the labour market, either by working or looking for work",Labor force participation,"Age 15-24, number",total
Economy,LCFWFEIN,"Contributing family workers, Female",Thousands,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Number of female contributing family workers. Contributing family workers are those workers who hold “self-employment jobs” as own-account workers in a market-oriented establishment operated by a related person living in the same household.,Status in employment,"contributing family workers, number",female
